cik,ticker,year_old,year_new,filepath,n_added,n_removed,similarity,added_ratio
97476,TXN,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/97476_2015_2016.json,61,57,0.2035,0.442
97476,TXN,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/97476_2016_2017.json,41,48,0.4527,0.313
97476,TXN,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/97476_2017_2018.json,35,31,0.5504,0.2593
97476,TXN,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/97476_2018_2019.json,30,29,0.4782,0.2206
97476,TXN,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/97476_2019_2020.json,34,38,0.4842,0.2576
97476,TXN,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/97476_2020_2021.json,40,37,0.3505,0.2963
97476,TXN,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/97476_2021_2022.json,34,34,0.4956,0.2519
97476,TXN,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/97476_2022_2023.json,24,25,0.3484,0.1791
773840,HON,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/773840_2015_2016.json,26,24,0.6458,0.2826
773840,HON,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/773840_2016_2017.json,35,30,0.7516,0.3608
773840,HON,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/773840_2017_2018.json,41,22,0.1423,0.3534
773840,HON,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/773840_2018_2019.json,34,36,0.3881,0.2982
773840,HON,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/773840_2019_2020.json,54,32,0.3107,0.3971
4962,AXP,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/4962_2015_2016.json,228,352,0.01,0.608
4962,AXP,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/4962_2016_2017.json,205,195,0.033,0.5325
4962,AXP,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/4962_2017_2018.json,161,157,0.0631,0.4139
4962,AXP,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/4962_2018_2019.json,191,183,0.1197,0.4811
4962,AXP,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/4962_2019_2020.json,168,158,0.1508,0.4128
4962,AXP,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/4962_2020_2021.json,198,190,0.353,0.4771
4962,AXP,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/4962_2021_2022.json,176,182,0.0421,0.4303
4962,AXP,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/4962_2022_2023.json,148,139,0.0696,0.3541
1090727,UPS,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2015_2016.json,24,15,0.7841,0.1702
1090727,UPS,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2016_2017.json,25,17,0.8437,0.1678
1090727,UPS,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2017_2018.json,91,47,0.7001,0.4715
1090727,UPS,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2018_2019.json,69,58,0.7248,0.3382
1090727,UPS,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2019_2020.json,110,122,0.3767,0.5729
1090727,UPS,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2020_2021.json,113,91,0.1448,0.528
1090727,UPS,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2021_2022.json,122,132,0.1539,0.598
1090727,UPS,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1090727_2022_2023.json,103,94,0.4176,0.4836
936468,LMT,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/936468_2015_2016.json,138,107,0.3201,0.4466
936468,LMT,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/936468_2016_2017.json,122,115,0.2569,0.3861
936468,LMT,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/936468_2017_2018.json,93,115,0.2826,0.3163
936468,LMT,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/936468_2018_2019.json,140,112,0.4531,0.4348
936468,LMT,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/936468_2019_2020.json,208,153,0.2756,0.5517
936468,LMT,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/936468_2020_2021.json,189,125,0.2113,0.4276
936468,LMT,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/936468_2021_2022.json,238,244,0.2819,0.5459
936468,LMT,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/936468_2022_2023.json,225,261,0.287,0.5639
829224,SBUX,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/829224_2015_2016.json,45,45,0.6243,0.3237
829224,SBUX,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/829224_2016_2017.json,46,38,0.5915,0.3129
829224,SBUX,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/829224_2017_2018.json,79,67,0.2836,0.4969
829224,SBUX,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/829224_2018_2019.json,99,77,0.0997,0.547
829224,SBUX,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/829224_2019_2020.json,80,48,0.0829,0.3756
829224,SBUX,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/829224_2020_2021.json,137,101,0.0619,0.5502
829224,SBUX,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/829224_2021_2022.json,80,58,0.24,0.2952
829224,SBUX,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/829224_2022_2023.json,133,109,0.0293,0.4508
47217,HPQ,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/47217_2015_2016.json,123,124,0.0727,0.3162
47217,HPQ,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/47217_2016_2017.json,68,78,0.558,0.1794
47217,HPQ,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/47217_2017_2018.json,106,107,0.4443,0.2804
47217,HPQ,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/47217_2018_2019.json,111,79,0.1508,0.2707
47217,HPQ,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/47217_2019_2020.json,226,203,0.1949,0.5219
47217,HPQ,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/47217_2020_2021.json,253,273,0.1924,0.6141
47217,HPQ,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/47217_2021_2022.json,182,219,0.1009,0.4853
47217,HPQ,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/47217_2022_2023.json,182,146,0.3001,0.4428
1099219,MET,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2015_2016.json,235,230,0.6782,0.3009
1099219,MET,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2016_2017.json,397,274,0.3016,0.4387
1099219,MET,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2017_2018.json,359,283,0.5233,0.3667
1099219,MET,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2018_2019.json,343,864,0.019,0.7522
1099219,MET,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2019_2020.json,287,436,0.0893,0.9349
1099219,MET,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2020_2021.json,251,198,0.0421,0.6972
1099219,MET,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2021_2022.json,99,81,0.0602,0.2619
1099219,MET,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/1099219_2022_2023.json,95,82,0.509,0.243
51143,IBM,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/51143_2020_2021.json,2217,1787,0.3399,0.5833
789019,MSFT,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/789019_2015_2016.json,58,1406,0.0897,0.2007
789019,MSFT,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/789019_2020_2021.json,95,71,0.6442,0.2295
789019,MSFT,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/789019_2021_2022.json,81,78,0.791,0.1942
310158,MRK,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/310158_2015_2016.json,55,88,0.177,0.2236
310158,MRK,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/310158_2016_2017.json,76,66,0.3153,0.2969
310158,MRK,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/310158_2017_2018.json,101,62,0.2836,0.3412
310158,MRK,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/310158_2018_2019.json,76,93,0.53,0.2714
310158,MRK,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/310158_2019_2020.json,152,94,0.1625,0.451
310158,MRK,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/310158_2020_2021.json,119,99,0.2793,0.3148
310158,MRK,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/310158_2021_2022.json,157,161,0.1491,0.4198
310158,MRK,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/310158_2022_2023.json,98,95,0.3104,0.2593
63754,MCD,2015,2016,/Users/timtonnaer/risk_project/outputs/diffs/63754_2015_2016.json,19,15,0.9386,0.1187
63754,MCD,2016,2017,/Users/timtonnaer/risk_project/outputs/diffs/63754_2016_2017.json,31,20,0.4784,0.1824
63754,MCD,2017,2018,/Users/timtonnaer/risk_project/outputs/diffs/63754_2017_2018.json,64,13,0.7077,0.2896
63754,MCD,2018,2019,/Users/timtonnaer/risk_project/outputs/diffs/63754_2018_2019.json,45,50,0.6268,0.2083
63754,MCD,2019,2020,/Users/timtonnaer/risk_project/outputs/diffs/63754_2019_2020.json,68,46,0.3357,0.2857
63754,MCD,2020,2021,/Users/timtonnaer/risk_project/outputs/diffs/63754_2020_2021.json,78,67,0.2154,0.3133
63754,MCD,2021,2022,/Users/timtonnaer/risk_project/outputs/diffs/63754_2021_2022.json,112,78,0.4159,0.3972
63754,MCD,2022,2023,/Users/timtonnaer/risk_project/outputs/diffs/63754_2022_2023.json,130,95,0.1033,0.4101
